benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,observed_mean,observed_std
mmmlu,mmmlu/mmmlu-sw-ke-00139,mmmlu-sw-ke-00139,0.8869282434770738,0.11307175652292623,20,easy,0.85,0.32015621187164245
mmmlu,mmmlu/mmmlu-yo-ng-00147,mmmlu-yo-ng-00147,0.8871623675125454,0.1128376324874546,18,easy,0.870370388888889,0.27529757811465255
mmmlu,mmmlu/mmmlu-de-de-00025,mmmlu-de-de-00025,0.8871623675125454,0.1128376324874546,19,easy,0.9166666842105263,0.17729284097787348
gpqa-diamond,gpqa-diamond/145,145,0.8871824849110878,0.11281751508891225,12,hard,0.09166666666666667,0.170579079087156
simpleqa,simpleqa/simpleqa-1680,simpleqa-1680,0.8872557100259235,0.11274428997407648,20,medium,0.4499999999999999,0.4092676385936224
swebench-multilingual,swebench-multilingual/projectlombok__lombok-3602,projectlombok__lombok-3602,0.8872632800205534,0.11273671997944656,13,medium,0.5384615384615384,0.41424344670265417
swebench-multilingual,swebench-multilingual/fluent__fluentd-4030,fluent__fluentd-4030,0.8872632800205534,0.11273671997944656,14,medium,0.39285714285714285,0.4403152859263555
labbench,labbench/figqa-0080,figqa-0080,0.8873192427447736,0.11268075725522642,13,medium,0.3230769230769231,0.32852548467788645
labbench,labbench/figqa-0103,figqa-0103,0.8874586235602373,0.1125413764397627,13,frontier,0.015384615384615385,0.0532938710021193
simpleqa,simpleqa/simpleqa-3344,simpleqa-3344,0.8876687000810801,0.11233129991891988,20,easy,0.7299999999999999,0.37027017163147236
mmmlu,mmmlu/mmmlu-en-us-00034,mmmlu-en-us-00034,0.8877436976261031,0.11225630237389694,17,easy,0.9,0.19097274212644622
simpleqa,simpleqa/simpleqa-320,simpleqa-320,0.8878494467855123,0.11215055321448775,20,medium,0.63,0.40632499307820086
aider-polyglot,aider-polyglot/polyglot_java_custom-set,polyglot_java_custom-set,0.8880009690004846,0.11199903099951536,25,hard,0.09600000000000002,0.18863721796082555
mmau,mmau/3452703b-ca3b-4f6c-bccc-0b24a053cf0a,3452703b-ca3b-4f6c-bccc-0b24a053cf0a,0.888265486633989,0.11173451336601103,20,hard,0.11000000000000001,0.232163735324878
mmmlu,mmmlu/mmmlu-yo-ng-00144,mmmlu-yo-ng-00144,0.8883370975623438,0.1116629024376562,18,easy,0.8,0.34924965424129867
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_seggpt.f9e83f60.lv1,huggingface__transformers.e2e8dbed.test_modeling_seggpt.f9e83f60.lv1,0.8884719626068027,0.11152803739319728,26,hard,0.07692307692307693,0.227541530119216
kumo,kumo/archaeologicalenv-t4-a6-v1-s1,archaeologicalenv-t4-a6-v1-s1,0.8887400667069731,0.11125993329302686,20,easy,0.925,0.17853571071357124
featurebench-modal,featurebench-modal/lightning-ai__pytorch-lightning.126fa6f1.test_data.c8b292af.lv1,lightning-ai__pytorch-lightning.126fa6f1.test_data.c8b292af.lv1,0.8888774690938401,0.11112253090615987,26,hard,0.2326923076923077,0.39441834186858865
labbench,labbench/figqa-0119,figqa-0119,0.8890305339037767,0.11096946609622327,13,frontier,0.04615384615384616,0.08426500884694864
simpleqa,simpleqa/simpleqa-2279,simpleqa-2279,0.8891342062734575,0.11086579372654248,20,medium,0.67,0.38091993909481825
kumo,kumo/transportenv-t4-a6-v1-s0,transportenv-t4-a6-v1-s0,0.8893693076643753,0.11063069233562473,18,easy,0.9009259444444445,0.17271184353858574
mmmlu,mmmlu/mmmlu-fr-fr-00056,mmmlu-fr-fr-00056,0.8895616528080037,0.1104383471919963,15,easy,0.9,0.2
labbench,labbench/figqa-0174,figqa-0174,0.8896432936314279,0.11035670636857209,13,medium,0.476923076923077,0.3805943654416302
labbench,labbench/figqa-0173,figqa-0173,0.8896432936314279,0.11035670636857209,13,medium,0.4,0.3419401657060442
bfcl,bfcl/bfcl-live-multiple-404-140-0,bfcl-live-multiple-404-140-0,0.8898638460557506,0.11013615394424936,26,easy,0.8999999999999999,0.21661735138967267
labbench,labbench/figqa-0105,figqa-0105,0.8901482739176927,0.10985172608230731,13,medium,0.46153846153846145,0.4464190193399048
labbench,labbench/figqa-0129,figqa-0129,0.8901482739176927,0.10985172608230731,13,medium,0.5692307692307692,0.4139576629868834
mmmlu,mmmlu/mmmlu-fr-fr-00058,mmmlu-fr-fr-00058,0.8902549343018846,0.10974506569811537,17,medium,0.6470588235294118,0.40273717463615155
mmmlu,mmmlu/mmmlu-ja-jp-00098,mmmlu-ja-jp-00098,0.8902549343018846,0.10974506569811537,17,medium,0.627451,0.4373472178992743
kumo,kumo/ecologicalenv-t4-a6-v1-s0,ecologicalenv-t4-a6-v1-s0,0.8902716009773196,0.10972839902268039,18,saturated,0.9722222222222222,0.1145307118227128
swebench-multilingual,swebench-multilingual/babel__babel-15649,babel__babel-15649,0.8903933029785234,0.10960669702147663,13,hard,0.14871792307692308,0.3017372290985502
crustbench,crustbench/crustbench-slothlang,crustbench-slothlang,0.890471309846267,0.10952869015373301,21,medium,0.6857142857142857,0.3919253017819477
gpqa-diamond,gpqa-diamond/106,106,0.890492327488094,0.10950767251190596,14,frontier,0.04642857142857143,0.08957097288560324
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_pixtral.a620bb0b.lv1,huggingface__transformers.e2e8dbed.test_modeling_pixtral.a620bb0b.lv1,0.8906727521877063,0.10932724781229375,26,hard,0.14679488461538462,0.2798816849621567
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_chat_template_utils.8c88f8ec.lv1,huggingface__transformers.e2e8dbed.test_chat_template_utils.8c88f8ec.lv1,0.8906727521877063,0.10932724781229375,26,hard,0.21153846153846154,0.3377834115762565
crustbench,crustbench/crustbench-libm17,crustbench-libm17,0.8908127140212823,0.10918728597871774,22,hard,0.15454545454545457,0.34075754207256936
simpleqa,simpleqa/simpleqa-348,simpleqa-348,0.8908169965083298,0.1091830034916702,20,medium,0.48,0.4214261501141096
bfcl,bfcl/bfcl-simple-java-39,bfcl-simple-java-39,0.8909090909090913,0.10909090909090868,26,saturated,0.9769230769230769,0.08461538461538463
bfcl,bfcl/bfcl-simple-python-2,bfcl-simple-python-2,0.8909090909090914,0.10909090909090857,26,saturated,0.9769230769230769,0.08461538461538463
humanevalfix,humanevalfix/python-38,python-38,0.8913598381522688,0.10864016184773118,14,easy,0.9285714285714286,0.25753937681885636
humanevalfix,humanevalfix/python-28,python-28,0.8913598381522688,0.10864016184773118,20,saturated,0.9800000000000001,0.05999999999999999
swebench-multilingual,swebench-multilingual/astral-sh__ruff-15356,astral-sh__ruff-15356,0.891431790037805,0.10856820996219496,13,medium,0.4230769230769231,0.4741856925360751
replicationbench,replicationbench/hubble_trails__satellite_chance_pre2020_uvis,hubble_trails__satellite_chance_pre2020_uvis,0.891454643130098,0.10854535686990197,15,hard,0.2966666666666667,0.3779182745280019
replicationbench,replicationbench/lensing_dr6_growth__params,lensing_dr6_growth__params,0.891454643130098,0.10854535686990197,15,hard,0.13333333333333333,0.1885618083164127
medagentbench,medagentbench/task1_7,task1_7,0.8914701934610402,0.10852980653895983,20,easy,0.72,0.34871191548325386
medagentbench,medagentbench/task1_15,task1_15,0.8914701934610402,0.10852980653895983,20,medium,0.6100000000000001,0.36041642581880196
featurebench-modal,featurebench-modal/pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,pydantic__pydantic.e1dcaf9e.test_experimental_arguments_schema.00dc2dd4.lv1,0.8915828488556671,0.10841715114433292,26,hard,0.20576923076923076,0.3448318773962742
gaia,gaia/e142056d-56ab-4352-b091-b56054bd1359,e142056d-56ab-4352-b091-b56054bd1359,0.8916800334130536,0.10831996658694643,20,frontier,0.030000000000000006,0.07141428428542851
aider-polyglot,aider-polyglot/polyglot_java_ocr-numbers,polyglot_java_ocr-numbers,0.8918523779155255,0.10814762208447448,25,hard,0.08800000000000001,0.22683915006012523
crustbench,crustbench/crustbench-mvptree,crustbench-mvptree,0.8919908630567609,0.1080091369432391,22,medium,0.6295454545454545,0.3607627937972952
gpqa-diamond,gpqa-diamond/24,24,0.8922234134081871,0.10777658659181288,12,easy,0.8000000000000002,0.282842712474619
gpqa-diamond,gpqa-diamond/110,110,0.8922234134081871,0.10777658659181288,14,easy,0.8428571428571429,0.28464084064530387
replicationbench,replicationbench/bayes_cal__cold_temp,bayes_cal__cold_temp,0.8924107889966955,0.10758921100330454,16,easy,0.73125,0.279438611326352
aider-polyglot,aider-polyglot/polyglot_java_mazy-mice,polyglot_java_mazy-mice,0.8925158381656697,0.1074841618343303,25,hard,0.272,0.3704267808892872
gaia,gaia/dc22a632-937f-4e6a-b72f-ba0ff3f5ff97,dc22a632-937f-4e6a-b72f-ba0ff3f5ff97,0.8926225545306102,0.10737744546938977,20,hard,0.2475,0.3909843347245513
featurebench-modal,featurebench-modal/lightning-ai__pytorch-lightning.126fa6f1.test_fsdp.744aa3f5.lv1,lightning-ai__pytorch-lightning.126fa6f1.test_fsdp.744aa3f5.lv1,0.8932494323339876,0.10675056766601243,26,hard,0.11923076923076922,0.28286886166456754
labbench,labbench/figqa-0070,figqa-0070,0.8933479715554594,0.10665202844454058,13,medium,0.3230769230769231,0.3467516206026045
mmmlu,mmmlu/mmmlu-zh-cn-00126,mmmlu-zh-cn-00126,0.8933610978583293,0.10663890214167071,16,easy,0.9270833125,0.1951562508340172
arc-agi-2,arc-agi-2/195c6913_0,195c6913_0,0.8934594494326151,0.10654055056738487,20,frontier,0.030000000000000006,0.09539392014169458
labbench,labbench/figqa-0169,figqa-0169,0.8942510489293257,0.10574895107067428,13,hard,0.26153846153846155,0.35418044409911814
labbench,labbench/figqa-0165,figqa-0165,0.8942510489293257,0.10574895107067428,13,hard,0.26153846153846155,0.3076923076923077
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-number-filtering-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-number-filtering-easy00cea0a5-seed45-2,0.89456301124158,0.10543698875842,20,easy,0.9,0.21447610589527216
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-isomorphic-strings-easy00cea0a5-seed45-1,reasoning-gym-algorithmic-isomorphic-strings-easy00cea0a5-seed45-1,0.89456301124158,0.10543698875842,20,easy,0.95,0.10723805294763608
swebench-multilingual,swebench-multilingual/gohugoio__hugo-12448,gohugoio__hugo-12448,0.8949750156198027,0.10502498438019725,14,hard,0.27142857142857146,0.4113194299682277
humanevalfix,humanevalfix/python-39,python-39,0.8950535850874162,0.10494641491258383,20,easy,0.9199999999999999,0.19390719429665315
simpleqa,simpleqa/simpleqa-923,simpleqa-923,0.8952726913976353,0.10472730860236468,20,easy,0.76,0.37735924528226417
reasoning-gym,reasoning-gym/reasoning-gym-games-knight-swap-hard0292e21f-seed45-2,reasoning-gym-games-knight-swap-hard0292e21f-seed45-2,0.8952749016704633,0.10472509832953669,20,hard,0.1025,0.21591375593046408
gpqa-diamond,gpqa-diamond/25,25,0.8953158422986025,0.1046841577013975,12,easy,0.8166666666666668,0.2881936077631764
mmau,mmau/239ec016-c087-4a7b-a64e-b99e4dece85e,239ec016-c087-4a7b-a64e-b99e4dece85e,0.895393096817059,0.10460690318294097,20,hard,0.28,0.34292856398964494
gaia,gaia/65638e28-7f37-4fa7-b7b9-8c19bb609879,65638e28-7f37-4fa7-b7b9-8c19bb609879,0.8954062476590601,0.10459375234093993,20,hard,0.18250000000000002,0.3030160886817728
replicationbench,replicationbench/lensing_dr6_growth__alens,lensing_dr6_growth__alens,0.8954670135955729,0.1045329864044271,15,medium,0.4333333333333334,0.3717824931626316
simpleqa,simpleqa/simpleqa-2284,simpleqa-2284,0.8955314508465028,0.10446854915349724,20,medium,0.4250000000000001,0.3575961409187745
mmmlu,mmmlu/mmmlu-pt-br-00114,mmmlu-pt-br-00114,0.8955476814408557,0.10445231855914427,18,easy,0.9166666666666666,0.18633899812498245
simpleqa,simpleqa/simpleqa-4196,simpleqa-4196,0.8956224109526912,0.10437758904730876,20,easy,0.8,0.31622776601683794
crustbench,crustbench/crustbench-lib2bit,crustbench-lib2bit,0.8957899637111484,0.10421003628885162,22,medium,0.5659090909090909,0.3770056557437964
crustbench,crustbench/crustbench-remimu,crustbench-remimu,0.8958782831815191,0.10412171681848092,22,medium,0.6840909090909091,0.36661422740468924
labbench,labbench/figqa-0148,figqa-0148,0.8963110018066092,0.10368899819339084,13,medium,0.3076923076923077,0.3730570970148351
gaia,gaia/99c9cc74-fdc8-46c6-8f8d-3ce2d3bfeea3,99c9cc74-fdc8-46c6-8f8d-3ce2d3bfeea3,0.8963416686406328,0.1036583313593672,20,medium,0.4,0.3464101615137755
simpleqa,simpleqa/simpleqa-1439,simpleqa-1439,0.8965179660331057,0.10348203396689426,20,medium,0.45999999999999996,0.3746998799039039
mmmlu,mmmlu/mmmlu-pt-br-00117,mmmlu-pt-br-00117,0.8967410461680634,0.10325895383193662,18,saturated,0.9537037222222222,0.13385951857567593
aider-polyglot,aider-polyglot/polyglot_go_dnd-character,polyglot_go_dnd-character,0.8967490968811362,0.10325090311886376,25,easy,0.856,0.24344198487524701
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_all_methods.c74b49a1.lv1,pandas-dev__pandas.82fa2715.test_all_methods.c74b49a1.lv1,0.8967700702221416,0.10322992977785839,13,hard,0.07692307692307693,0.26646935501059654
labbench,labbench/figqa-0118,figqa-0118,0.8968753926897612,0.10312460731023876,13,medium,0.47692307692307695,0.46102535580835996
gaia,gaia/d8152ad6-e4d5-4c12-8bb7-8d57dc10c6de,d8152ad6-e4d5-4c12-8bb7-8d57dc10c6de,0.8970678926732025,0.10293210732679747,20,medium,0.5800000000000001,0.33999999999999997
aider-polyglot,aider-polyglot/polyglot_go_scale-generator,polyglot_go_scale-generator,0.8972853794390196,0.10271462056098035,25,medium,0.632,0.37812167353908716
swtbench,swtbench/scikit-learn__scikit-learn-10908,scikit-learn__scikit-learn-10908,0.8973165335803545,0.10268346641964554,12,medium,0.5375,0.2807170877116912
swtbench,swtbench/sphinx-doc__sphinx-9673,sphinx-doc__sphinx-9673,0.8973165335803545,0.10268346641964554,12,medium,0.3,0.33166247903553997
gpqa-diamond,gpqa-diamond/30,30,0.897346644666622,0.10265335533337805,12,medium,0.5083333333333333,0.37739972914080844
gpqa-diamond,gpqa-diamond/32,32,0.897346644666622,0.10265335533337805,12,medium,0.3333333333333333,0.3513861440384669
aider-polyglot,aider-polyglot/polyglot_java_circular-buffer,polyglot_java_circular-buffer,0.8974480460163993,0.10255195398360073,25,hard,0.2,0.33466401061363027
gpqa-diamond,gpqa-diamond/188,188,0.8974955365138181,0.10250446348618192,20,easy,0.95,0.1396424004376894
aider-polyglot,aider-polyglot/polyglot_javascript_meetup,polyglot_javascript_meetup,0.8975868562647181,0.10241314373528188,25,medium,0.6260000000000001,0.4226393261399133
aider-polyglot,aider-polyglot/polyglot_go_transpose,polyglot_go_transpose,0.8975868562647181,0.10241314373528188,25,medium,0.5760000000000001,0.4245279731654911
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-lcm-hard0292e21f-seed45-1,reasoning-gym-arithmetic-lcm-hard0292e21f-seed45-1,0.8977656981210023,0.10223430187899774,20,easy,0.9,0.20493901531919198
mmau,mmau/f228c287-fce7-44d8-bfbe-c2eb0d7ff024,f228c287-fce7-44d8-bfbe-c2eb0d7ff024,0.8978589357077447,0.10214106429225533,20,easy,0.8700000000000001,0.23895606290697038
featurebench-modal,featurebench-modal/astropy__astropy.b0db0daa.test_comparison.445d81a3.lv1,astropy__astropy.b0db0daa.test_comparison.445d81a3.lv1,0.897964972274776,0.10203502772522399,26,hard,0.15384615384615385,0.27905164841872393
simpleqa,simpleqa/simpleqa-2203,simpleqa-2203,0.8979702579073177,0.10202974209268234,20,medium,0.6075,0.37559120064240054
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_candidate_generator.bc0ea399.lv1,huggingface__transformers.e2e8dbed.test_candidate_generator.bc0ea399.lv1,0.8980119597593229,0.10198804024067709,26,hard,0.08269230769230769,0.22315151272876482
simpleqa,simpleqa/simpleqa-369,simpleqa-369,0.8980239270395475,0.10197607296045252,20,medium,0.5499999999999999,0.3217141588429082
gpqa-diamond,gpqa-diamond/131,131,0.8983052441924507,0.10169475580754928,13,medium,0.5846153846153845,0.387985237320569
livecodebench,livecodebench/arc186_d,arc186_d,0.8986293438864551,0.1013706561135449,14,medium,0.6976190714285714,0.3928859999502699
gaia,gaia/c8b7e059-c60d-472e-ad64-3b04ae1166dc,c8b7e059-c60d-472e-ad64-3b04ae1166dc,0.899033646035994,0.100966353964006,20,hard,0.2800000000000001,0.35440090293338705
gaia,gaia/b4cc024b-3f5e-480e-b96a-6656493255b5,b4cc024b-3f5e-480e-b96a-6656493255b5,0.899033646035994,0.100966353964006,20,hard,0.25999999999999995,0.4004996878900157
simpleqa,simpleqa/simpleqa-661,simpleqa-661,0.8992809004925669,0.10071909950743307,20,medium,0.5,0.412310562561766
kumo,kumo/microbiologyenv-t4-a6-v1-s0,microbiologyenv-t4-a6-v1-s0,0.8993333577546477,0.10066664224535227,19,easy,0.9473684210526315,0.13025651232383773
livecodebench,livecodebench/abc348_d,abc348_d,0.899350597470591,0.10064940252940902,20,easy,0.85416665,0.26092121123478546
livecodebench,livecodebench/1873_d,1873_d,0.899350597470591,0.10064940252940902,16,easy,0.928125,0.1870567677872148
crustbench,crustbench/crustbench-satc,crustbench-satc,0.8994684944548512,0.10053150554514878,21,medium,0.580952380952381,0.3947501290678611
mmau,mmau/adcc613e-3c79-4478-8f08-d408984265a6,adcc613e-3c79-4478-8f08-d408984265a6,0.8994885155240904,0.10051148447590963,20,medium,0.38,0.4377213725647858
gaia,gaia/624cbf11-6a41-4692-af9c-36b3e5ca3130,624cbf11-6a41-4692-af9c-36b3e5ca3130,0.8997629642190894,0.10023703578091059,26,hard,0.05384615384615384,0.18857924110971175
gaia,gaia/46719c30-f4c3-4cad-be07-d5cb21eee6bb,46719c30-f4c3-4cad-be07-d5cb21eee6bb,0.8997629642190894,0.10023703578091059,20,frontier,0.030000000000000006,0.09539392014169458
swebench-multilingual,swebench-multilingual/laravel__framework-46234,laravel__framework-46234,0.9002732472062125,0.09972675279378751,13,hard,0.1346153846153846,0.2878197989826109
bixbench,bixbench/bix-41-q4,bix-41-q4,0.9002973173021859,0.09970268269781413,19,easy,0.8070175263157895,0.35665422006053166
bixbench,bixbench/bix-6-q1,bix-6-q1,0.9002973173021859,0.09970268269781413,19,easy,0.7473684210526317,0.3774825489903392
mmmlu,mmmlu/mmmlu-en-us-00031,mmmlu-en-us-00031,0.9004210215650652,0.0995789784349348,17,hard,0.11274511764705882,0.2755582614261845
gpqa-diamond,gpqa-diamond/99,99,0.9009441943649926,0.09905580563500738,12,easy,0.9166666666666666,0.12801909579781012
gpqa-diamond,gpqa-diamond/136,136,0.9009441943649926,0.09905580563500738,13,easy,0.8499999999999999,0.25267796470241294
simpleqa,simpleqa/simpleqa-2611,simpleqa-2611,0.9010216178158951,0.09897838218410493,20,easy,0.8,0.2280350850198276
simpleqa,simpleqa/simpleqa-513,simpleqa-513,0.9010216178158951,0.09897838218410493,20,easy,0.7899999999999999,0.3374907406137241
gpqa-diamond,gpqa-diamond/153,153,0.9012559752267841,0.09874402477321587,12,saturated,0.9500000000000001,0.11902380714238084
kumo,kumo/economicenv-t4-a6-v1-s1,economicenv-t4-a6-v1-s1,0.9015601730609534,0.09843982693904663,17,saturated,0.9509804117647059,0.13725486134455422
kumo,kumo/beverageenv-t4-a6-v1-s0,beverageenv-t4-a6-v1-s0,0.9015601730609534,0.09843982693904663,20,easy,0.9,0.25495097567963926
simpleqa,simpleqa/simpleqa-1471,simpleqa-1471,0.9017994730952695,0.09820052690473047,20,easy,0.8300000000000001,0.23043437243605816
featurebench-modal,featurebench-modal/astropy__astropy.b0db0daa.test_vo.8fd473ce.lv1,astropy__astropy.b0db0daa.test_vo.8fd473ce.lv1,0.9018483611307606,0.09815163886923939,26,hard,0.21153846153846154,0.30925086042654143
aider-polyglot,aider-polyglot/polyglot_rust_xorcism,polyglot_rust_xorcism,0.9023155248319725,0.09768447516802747,25,medium,0.608,0.38149180856212367
featurebench-modal,featurebench-modal/pydata__xarray.97f3a746.test_range_index.7b95ba66.lv1,pydata__xarray.97f3a746.test_range_index.7b95ba66.lv1,0.9025525482096243,0.09744745179037573,26,hard,0.10769230769230768,0.2673561107228118
featurebench-modal,featurebench-modal/mwaskom__seaborn.7001ebe7.test_relational.f23eb542.lv1,mwaskom__seaborn.7001ebe7.test_relational.f23eb542.lv1,0.9025525482096243,0.09744745179037573,26,frontier,0.04230769230769231,0.12457026723616653
simpleqa,simpleqa/simpleqa-1279,simpleqa-1279,0.9025532519085341,0.09744674809146592,20,saturated,0.96,0.10198039027185568
simpleqa,simpleqa/simpleqa-975,simpleqa-975,0.9025844678553976,0.09741553214460241,20,easy,0.76,0.24979991993593595
medagentbench,medagentbench/task4_13,task4_13,0.9026405985167284,0.0973594014832716,20,easy,0.75,0.2958039891549808
gpqa-diamond,gpqa-diamond/83,83,0.9028374626609064,0.09716253733909364,13,saturated,0.9692307692307692,0.07216024245882197
gaia,gaia/d0633230-7067-47a9-9dbf-ee11e0a2cdd6,d0633230-7067-47a9-9dbf-ee11e0a2cdd6,0.9029111697731653,0.09708883022683468,20,medium,0.36249999999999993,0.34888214342382157
featurebench-modal,featurebench-modal/astropy__astropy.b0db0daa.test_functions.40530bf7.lv1,astropy__astropy.b0db0daa.test_functions.40530bf7.lv1,0.9030287555597917,0.09697124444020833,26,hard,0.18461538461538465,0.2983187604563895
featurebench-modal,featurebench-modal/fastapi__fastapi.02e108d1.test_compat.71e8518f.lv1,fastapi__fastapi.02e108d1.test_compat.71e8518f.lv1,0.9030287555597917,0.09697124444020833,26,hard,0.20576923076923076,0.2815912623879769
aider-polyglot,aider-polyglot/polyglot_javascript_book-store,polyglot_javascript_book-store,0.9030645849974384,0.09693541500256164,25,easy,0.888,0.25972292929196683
simpleqa,simpleqa/simpleqa-2837,simpleqa-2837,0.9030892129738367,0.09691078702616329,20,medium,0.68,0.32496153618543844
medagentbench,medagentbench/task9_2,task9_2,0.9031131760149811,0.09688682398501891,20,medium,0.44000000000000006,0.37735924528226417
medagentbench,medagentbench/task9_12,task9_12,0.9031131760149811,0.09688682398501891,20,medium,0.5,0.4171330722922842
mmau,mmau/d31affa7-10fa-4c28-81e3-185e2cae9c51,d31affa7-10fa-4c28-81e3-185e2cae9c51,0.9034248233966407,0.09657517660335935,20,medium,0.62,0.3682390527904394
gaia,gaia/872bfbb1-9ccf-49f6-8c5f-aa22818ccd66,872bfbb1-9ccf-49f6-8c5f-aa22818ccd66,0.903462018876472,0.09653798112352796,20,hard,0.1425,0.27716195626384227
replicationbench,replicationbench/astm3__photometry_classification_accuracy_no_clip,astm3__photometry_classification_accuracy_no_clip,0.9035108818825949,0.09648911811740513,16,medium,0.35,0.4387482193696061
replicationbench,replicationbench/chandra_representation__powerlaw_spectral_fit,chandra_representation__powerlaw_spectral_fit,0.9035108818825949,0.09648911811740513,15,medium,0.33666666666666667,0.3831738798799081
bfcl,bfcl/bfcl-live-multiple-591-157-12,bfcl-live-multiple-591-157-12,0.9037173124616534,0.09628268753834657,26,saturated,0.9615384615384616,0.12427303401079624
bfcl,bfcl/bfcl-live-simple-210-117-2,bfcl-live-simple-210-117-2,0.9037173124616535,0.09628268753834646,26,saturated,0.9692307692307692,0.15384615384615383
swebench-multilingual,swebench-multilingual/tokio-rs__axum-734,tokio-rs__axum-734,0.9037725021838319,0.09622749781616813,13,hard,0.23076923076923078,0.37858522924885524
gpqa-diamond,gpqa-diamond/100,100,0.9040158378112995,0.09598416218870054,14,easy,0.9285714285714287,0.09583148474999097
gpqa-diamond,gpqa-diamond/170,170,0.9040158378112995,0.09598416218870054,12,easy,0.7916666666666669,0.27826346428439996
aider-polyglot,aider-polyglot/polyglot_python_forth,polyglot_python_forth,0.9043835249424681,0.0956164750575319,25,medium,0.32400000000000007,0.41306658058961876
aider-polyglot,aider-polyglot/polyglot_python_hangman,polyglot_python_hangman,0.9043835249424681,0.0956164750575319,25,medium,0.44,0.4560701700396552
aider-polyglot,aider-polyglot/polyglot_python_grep,polyglot_python_grep,0.904495946227913,0.09550405377208704,25,medium,0.418,0.45141555134930833
aider-polyglot,aider-polyglot/polyglot_python_book-store,polyglot_python_book-store,0.904495946227913,0.09550405377208704,25,hard,0.298,0.37107411658589173
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_sample.5d2ba03e.lv1,pandas-dev__pandas.82fa2715.test_sample.5d2ba03e.lv1,0.9045495080194086,0.09545049198059141,26,hard,0.10769230769230768,0.2416658164985386
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_list_accessor.7ab0b2ea.lv1,pandas-dev__pandas.82fa2715.test_list_accessor.7ab0b2ea.lv1,0.9045495080194086,0.09545049198059141,26,hard,0.16474357692307692,0.3111986311837324
gpqa-diamond,gpqa-diamond/123,123,0.9046023069528496,0.0953976930471504,14,saturated,0.9571428571428573,0.08206518066482896
gpqa-diamond,gpqa-diamond/154,154,0.9046023069528496,0.0953976930471504,12,saturated,0.9666666666666668,0.07453559924999298
simpleqa,simpleqa/simpleqa-2542,simpleqa-2542,0.9046274972368835,0.09537250276311648,20,easy,0.8400000000000001,0.29393876913398137
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_seggpt.f9e83f60.lv2,huggingface__transformers.e2e8dbed.test_modeling_seggpt.f9e83f60.lv2,0.9048322473702002,0.09516775262979982,26,hard,0.057692307692307696,0.15974276659457837
featurebench-modal,featurebench-modal/pydantic__pydantic.e1dcaf9e.test_types_self.3ae7e16d.lv1,pydantic__pydantic.e1dcaf9e.test_types_self.3ae7e16d.lv1,0.9048322473702002,0.09516775262979982,26,hard,0.1769230769230769,0.32852548467788645
labbench,labbench/figqa-0055,figqa-0055,0.9049721801874836,0.0950278198125164,13,hard,0.07692307692307693,0.18461538461538457
labbench,labbench/figqa-0141,figqa-0141,0.9049721801874836,0.0950278198125164,13,hard,0.2307692307692308,0.21973625933977997
reasoning-gym,reasoning-gym/reasoning-gym-cognition-modulo-grid-hard0292e21f-seed45-0,reasoning-gym-cognition-modulo-grid-hard0292e21f-seed45-0,0.9050086123081081,0.09499138769189186,20,hard,0.21000000000000002,0.3315116890850155
swebench-multilingual,swebench-multilingual/jqlang__jq-2750,jqlang__jq-2750,0.9051360430684252,0.09486395693157479,13,medium,0.5230769230769231,0.4869905166567512
featurebench-modal,featurebench-modal/optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,optuna__optuna.e7c6f1dd.test_heartbeat.5ad4d08f.lv1,0.9052294984194446,0.09477050158055544,26,hard,0.06923076923076922,0.17269187938956654
labbench,labbench/figqa-0045,figqa-0045,0.905604510891111,0.09439548910888895,13,medium,0.4000000000000001,0.35082320772281167
labbench,labbench/figqa-0106,figqa-0106,0.906161014683079,0.09383898531692103,20,hard,0.25,0.37349698793966196
labbench,labbench/figqa-0134,figqa-0134,0.906161014683079,0.09383898531692103,20,hard,0.23000000000000004,0.3702701716314724
mmmlu,mmmlu/mmmlu-en-us-00038,mmmlu-en-us-00038,0.9062987198812549,0.09370128011874512,16,easy,0.84375,0.29737715717775803
medagentbench,medagentbench/task6_6,task6_6,0.9067832731802693,0.0932167268197307,20,easy,0.8,0.27568097504180444
kumo,kumo/spiceenv-t4-a6-v1-s1,spiceenv-t4-a6-v1-s1,0.9070693861751074,0.09293061382489265,18,easy,0.9444444444444444,0.15713484026367724
